Schooljaar;Niveau regio;Regio;Soort hoger onderwijs;Opleidingssector;Aantal
2021/2022;Gemeente;Zwolle;WO;Natuur;125.00
2021/2022;Gemeente;Zwolle;WO;Onderwijs;6.00
2021/2022;Gemeente;Zwolle;WO;Recht;171.00
2021/2022;Gemeente;Zwolle;WO;Sectoroverstijgend;13.00
2021/2022;Gemeente;Zwolle;WO;Taal en cultuur;190.00
2021/2022;Gemeente;Zwolle;WO;Techniek;103.00
2021/2022;Gemeente;Zwolle;WO;Totaal energietransitie;228.00
2022/2023;Nederland;Nederland;Totaal;Totaal;767096.00
2022/2023;Nederland;Nederland;Totaal;Economie;208376.00
2022/2023;Nederland;Nederland;Totaal;Gedrag en maatschappij;110665.00
2022/2023;Nederland;Nederland;Totaal;Gezondheidszorg;92001.00
2022/2023;Nederland;Nederland;Totaal;Landbouw en natuurlijke omgeving;23359.00
2022/2023;Nederland;Nederland;Totaal;Natuur;36837.00
2022/2023;Nederland;Nederland;Totaal;Onderwijs;62153.00
2022/2023;Nederland;Nederland;Totaal;Recht;32634.00
2022/2023;Nederland;Nederland;Totaal;Sectoroverstijgend;12987.00
2022/2023;Nederland;Nederland;Totaal;Taal en cultuur;48564.00
2022/2023;Nederland;Nederland;Totaal;Techniek;139520.00
2022/2023;Nederland;Nederland;Totaal;Totaal energietransitie;176357.00
2022/2023;Nederland;Nederland;HBO;Totaal;459745.00
2022/2023;Nederland;Nederland;HBO;Economie;163700.00
2022/2023;Nederland;Nederland;HBO;Gedrag en maatschappij;54600.00
2022/2023;Nederland;Nederland;HBO;Gezondheidszorg;56016.00
2022/2023;Nederland;Nederland;HBO;Landbouw en natuurlijke omgeving;11783.00
2022/2023;Nederland;Nederland;HBO;Onderwijs;60637.00
2022/2023;Nederland;Nederland;HBO;Sectoroverstijgend;668.00
2022/2023;Nederland;Nederland;HBO;Taal en cultuur;16860.00
2022/2023;Nederland;Nederland;HBO;Techniek;95481.00
2022/2023;Nederland;Nederland;HBO;Totaal energietransitie;95481.00
2022/2023;Nederland;Nederland;WO;Totaal;307351.00
2022/2023;Nederland;Nederland;WO;Economie;44676.00
2022/2023;Nederland;Nederland;WO;Gedrag en maatschappij;56065.00
2022/2023;Nederland;Nederland;WO;Gezondheidszorg;35985.00
2022/2023;Nederland;Nederland;WO;Landbouw en natuurlijke omgeving;11576.00
2022/2023;Nederland;Nederland;WO;Natuur;36837.00
2022/2023;Nederland;Nederland;WO;Onderwijs;1516.00
2022/2023;Nederland;Nederland;WO;Recht;32634.00
2022/2023;Nederland;Nederland;WO;Sectoroverstijgend;12319.00
2022/2023;Nederland;Nederland;WO;Taal en cultuur;31704.00
2022/2023;Nederland;Nederland;WO;Techniek;44039.00
2022/2023;Nederland;Nederland;WO;Totaal energietransitie;80876.00
2022/2023;Provincie;Drenthe;Totaal;Totaal;14083.00
2022/2023;Provincie;Drenthe;Totaal;Economie;4124.00
2022/2023;Provincie;Drenthe;Totaal;Gedrag en maatschappij;1841.00
2022/2023;Provincie;Drenthe;Totaal;Gezondheidszorg;1973.00
2022/2023;Provincie;Drenthe;Totaal;Landbouw en natuurlijke omgeving;380.00
2022/2023;Provincie;Drenthe;Totaal;Natuur;383.00
2022/2023;Provincie;Drenthe;Totaal;Onderwijs;2085.00
2022/2023;Provincie;Drenthe;Totaal;Recht;350.00
2022/2023;Provincie;Drenthe;Totaal;Sectoroverstijgend;46.00
2022/2023;Provincie;Drenthe;Totaal;Taal en cultuur;535.00
2022/2023;Provincie;Drenthe;Totaal;Techniek;2366.00
2022/2023;Provincie;Drenthe;Totaal;Totaal energietransitie;2749.00
2022/2023;Provincie;Drenthe;HBO;Totaal;11427.00
2022/2023;Provincie;Drenthe;HBO;Economie;3691.00
2022/2023;Provincie;Drenthe;HBO;Gedrag en maatschappij;1354.00
2022/2023;Provincie;Drenthe;HBO;Gezondheidszorg;1690.00
2022/2023;Provincie;Drenthe;HBO;Landbouw en natuurlijke omgeving;327.00
2022/2023;Provincie;Drenthe;HBO;Onderwijs;2061.00
2022/2023;Provincie;Drenthe;HBO;Sectoroverstijgend;19.00
2022/2023;Provincie;Drenthe;HBO;Taal en cultuur;120.00
2022/2023;Provincie;Drenthe;HBO;Techniek;2165.00
2022/2023;Provincie;Drenthe;HBO;Totaal energietransitie;2165.00
2022/2023;Provincie;Drenthe;WO;Totaal;2656.00
2022/2023;Provincie;Drenthe;WO;Economie;433.00
2022/2023;Provincie;Drenthe;WO;Gedrag en maatschappij;487.00
2022/2023;Provincie;Drenthe;WO;Gezondheidszorg;283.00
2022/2023;Provincie;Drenthe;WO;Landbouw en natuurlijke omgeving;53.00
2022/2023;Provincie;Drenthe;WO;Natuur;383.00
2022/2023;Provincie;Drenthe;WO;Onderwijs;24.00
2022/2023;Provincie;Drenthe;WO;Recht;350.00
2022/2023;Provincie;Drenthe;WO;Sectoroverstijgend;27.00
2022/2023;Provincie;Drenthe;WO;Taal en cultuur;415.00
2022/2023;Provincie;Drenthe;WO;Techniek;201.00
2022/2023;Provincie;Drenthe;WO;Totaal energietransitie;584.00
2022/2023;Provincie;Flevoland;Totaal;Totaal;14493.00
2022/2023;Provincie;Flevoland;Totaal;Economie;4353.00
2022/2023;Provincie;Flevoland;Totaal;Gedrag en maatschappij;2045.00
2022/2023;Provincie;Flevoland;Totaal;Gezondheidszorg;1694.00
2022/2023;Provincie;Flevoland;Totaal;Landbouw en natuurlijke omgeving;881.00
2022/2023;Provincie;Flevoland;Totaal;Natuur;565.00
2022/2023;Provincie;Flevoland;Totaal;Onderwijs;1526.00
2022/2023;Provincie;Flevoland;Totaal;Recht;545.00
2022/2023;Provincie;Flevoland;Totaal;Sectoroverstijgend;52.00
2022/2023;Provincie;Flevoland;Totaal;Taal en cultuur;484.00
2022/2023;Provincie;Flevoland;Totaal;Techniek;2348.00
2022/2023;Provincie;Flevoland;Totaal;Totaal energietransitie;2913.00
2022/2023;Provincie;Flevoland;HBO;Totaal;11210.00
2022/2023;Provincie;Flevoland;HBO;Economie;3870.00
2022/2023;Provincie;Flevoland;HBO;Gedrag en maatschappij;1390.00
2022/2023;Provincie;Flevoland;HBO;Gezondheidszorg;1316.00
2022/2023;Provincie;Flevoland;HBO;Landbouw en natuurlijke omgeving;807.00
2022/2023;Provincie;Flevoland;HBO;Onderwijs;1510.00
2022/2023;Provincie;Flevoland;HBO;Sectoroverstijgend;13.00
2022/2023;Provincie;Flevoland;HBO;Taal en cultuur;147.00
2022/2023;Provincie;Flevoland;HBO;Techniek;2157.00
2022/2023;Provincie;Flevoland;HBO;Totaal energietransitie;2157.00
2022/2023;Provincie;Flevoland;WO;Totaal;3283.00
2022/2023;Provincie;Flevoland;WO;Economie;483.00
2022/2023;Provincie;Flevoland;WO;Gedrag en maatschappij;655.00
2022/2023;Provincie;Flevoland;WO;Gezondheidszorg;378.00
2022/2023;Provincie;Flevoland;WO;Landbouw en natuurlijke omgeving;74.00
2022/2023;Provincie;Flevoland;WO;Natuur;565.00
2022/2023;Provincie;Flevoland;WO;Onderwijs;16.00
2022/2023;Provincie;Flevoland;WO;Recht;545.00
2022/2023;Provincie;Flevoland;WO;Sectoroverstijgend;39.00
2022/2023;Provincie;Flevoland;WO;Taal en cultuur;337.00
2022/2023;Provincie;Flevoland;WO;Techniek;191.00
2022/2023;Provincie;Flevoland;WO;Totaal energietransitie;756.00
2022/2023;Provincie;Fryslân;Totaal;Totaal;24031.00
2022/2023;Provincie;Fryslân;Totaal;Economie;8176.00
2022/2023;Provincie;Fryslân;Totaal;Gedrag en maatschappij;2894.00
2022/2023;Provincie;Fryslân;Totaal;Gezondheidszorg;2580.00
2022/2023;Provincie;Fryslân;Totaal;Landbouw en natuurlijke omgeving;1529.00
2022/2023;Provincie;Fryslân;Totaal;Natuur;418.00
2022/2023;Provincie;Fryslân;Totaal;Onderwijs;2997.00
2022/2023;Provincie;Fryslân;Totaal;Recht;549.00
2022/2023;Provincie;Fryslân;Totaal;Sectoroverstijgend;235.00
2022/2023;Provincie;Fryslân;Totaal;Taal en cultuur;758.00
2022/2023;Provincie;Fryslân;Totaal;Techniek;3895.00
2022/2023;Provincie;Fryslân;Totaal;Totaal energietransitie;4313.00
2022/2023;Provincie;Fryslân;HBO;Totaal;20424.00
2022/2023;Provincie;Fryslân;HBO;Economie;7619.00
2022/2023;Provincie;Fryslân;HBO;Gedrag en maatschappij;2271.00
2022/2023;Provincie;Fryslân;HBO;Gezondheidszorg;2220.00
2022/2023;Provincie;Fryslân;HBO;Landbouw en natuurlijke omgeving;1436.00
2022/2023;Provincie;Fryslân;HBO;Onderwijs;2974.00
2022/2023;Provincie;Fryslân;HBO;Sectoroverstijgend;58.00
2022/2023;Provincie;Fryslân;HBO;Taal en cultuur;223.00
2022/2023;Provincie;Fryslân;HBO;Techniek;3623.00
2022/2023;Provincie;Fryslân;HBO;Totaal energietransitie;3623.00
2022/2023;Provincie;Fryslân;WO;Totaal;3607.00
2022/2023;Provincie;Fryslân;WO;Economie;557.00
2022/2023;Provincie;Fryslân;WO;Gedrag en maatschappij;623.00
2022/2023;Provincie;Fryslân;WO;Gezondheidszorg;360.00
2022/2023;Provincie;Fryslân;WO;Landbouw en natuurlijke omgeving;93.00
2022/2023;Provincie;Fryslân;WO;Natuur;418.00
2022/2023;Provincie;Fryslân;WO;Onderwijs;23.00
2022/2023;Provincie;Fryslân;WO;Recht;549.00
2022/2023;Provincie;Fryslân;WO;Sectoroverstijgend;177.00
2022/2023;Provincie;Fryslân;WO;Taal en cultuur;535.00
2022/2023;Provincie;Fryslân;WO;Techniek;272.00
2022/2023;Provincie;Fryslân;WO;Totaal energietransitie;690.00
2022/2023;Provincie;Gelderland;Totaal;Totaal;89208.00
2022/2023;Provincie;Gelderland;Totaal;Economie;20709.00
2022/2023;Provincie;Gelderland;Totaal;Gedrag en maatschappij;14168.00
2022/2023;Provincie;Gelderland;Totaal;Gezondheidszorg;10981.00
2022/2023;Provincie;Gelderland;Totaal;Landbouw en natuurlijke omgeving;10109.00
2022/2023;Provincie;Gelderland;Totaal;Natuur;4478.00
2022/2023;Provincie;Gelderland;Totaal;Onderwijs;8351.00
2022/2023;Provincie;Gelderland;Totaal;Recht;3425.00
2022/2023;Provincie;Gelderland;Totaal;Sectoroverstijgend;368.00
2022/2023;Provincie;Gelderland;Totaal;Taal en cultuur;4536.00
2022/2023;Provincie;Gelderland;Totaal;Techniek;12083.00
2022/2023;Provincie;Gelderland;Totaal;Totaal energietransitie;16561.00
2022/2023;Provincie;Gelderland;HBO;Totaal;55302.00
2022/2023;Provincie;Gelderland;HBO;Economie;17517.00
2022/2023;Provincie;Gelderland;HBO;Gedrag en maatschappij;8175.00
2022/2023;Provincie;Gelderland;HBO;Gezondheidszorg;7338.00
2022/2023;Provincie;Gelderland;HBO;Landbouw en natuurlijke omgeving;2101.00
2022/2023;Provincie;Gelderland;HBO;Onderwijs;8117.00
2022/2023;Provincie;Gelderland;HBO;Sectoroverstijgend;35.00
2022/2023;Provincie;Gelderland;HBO;Taal en cultuur;1359.00
2022/2023;Provincie;Gelderland;HBO;Techniek;10660.00
2022/2023;Provincie;Gelderland;HBO;Totaal energietransitie;10660.00
2022/2023;Provincie;Gelderland;WO;Totaal;33906.00
2022/2023;Provincie;Gelderland;WO;Economie;3192.00
2022/2023;Provincie;Gelderland;WO;Gedrag en maatschappij;5993.00
2022/2023;Provincie;Gelderland;WO;Gezondheidszorg;3643.00
2022/2023;Provincie;Gelderland;WO;Landbouw en natuurlijke omgeving;8008.00
2022/2023;Provincie;Gelderland;WO;Natuur;4478.00
2022/2023;Provincie;Gelderland;WO;Onderwijs;234.00
2022/2023;Provincie;Gelderland;WO;Recht;3425.00
2022/2023;Provincie;Gelderland;WO;Sectoroverstijgend;333.00
2022/2023;Provincie;Gelderland;WO;Taal en cultuur;3177.00
2022/2023;Provincie;Gelderland;WO;Techniek;1423.00
2022/2023;Provincie;Gelderland;WO;Totaal energietransitie;5901.00
2022/2023;Provincie;Groningen;Totaal;Totaal;44096.00
2022/2023;Provincie;Groningen;Totaal;Economie;12075.00
2022/2023;Provincie;Groningen;Totaal;Gedrag en maatschappij;6190.00
2022/2023;Provincie;Groningen;Totaal;Gezondheidszorg;5904.00
2022/2023;Provincie;Groningen;Totaal;Landbouw en natuurlijke omgeving;431.00
2022/2023;Provincie;Groningen;Totaal;Natuur;3834.00
2022/2023;Provincie;Groningen;Totaal;Onderwijs;2731.00
2022/2023;Provincie;Groningen;Totaal;Recht;2611.00
2022/2023;Provincie;Groningen;Totaal;Sectoroverstijgend;364.00
2022/2023;Provincie;Groningen;Totaal;Taal en cultuur;4731.00
2022/2023;Provincie;Groningen;Totaal;Techniek;5225.00
2022/2023;Provincie;Groningen;Totaal;Totaal energietransitie;9059.00
2022/2023;Provincie;Groningen;HBO;Totaal;21395.00
2022/2023;Provincie;Groningen;HBO;Economie;7626.00
2022/2023;Provincie;Groningen;HBO;Gedrag en maatschappij;2594.00
2022/2023;Provincie;Groningen;HBO;Gezondheidszorg;3157.00
2022/2023;Provincie;Groningen;HBO;Landbouw en natuurlijke omgeving;375.00
2022/2023;Provincie;Groningen;HBO;Onderwijs;2634.00
2022/2023;Provincie;Groningen;HBO;Sectoroverstijgend;40.00
2022/2023;Provincie;Groningen;HBO;Taal en cultuur;859.00
2022/2023;Provincie;Groningen;HBO;Techniek;4110.00
2022/2023;Provincie;Groningen;HBO;Totaal energietransitie;4110.00
2022/2023;Provincie;Groningen;WO;Totaal;22701.00
2022/2023;Provincie;Groningen;WO;Economie;4449.00
2022/2023;Provincie;Groningen;WO;Gedrag en maatschappij;3596.00
2022/2023;Provincie;Groningen;WO;Gezondheidszorg;2747.00
2022/2023;Provincie;Groningen;WO;Landbouw en natuurlijke omgeving;56.00
2022/2023;Provincie;Groningen;WO;Natuur;3834.00
2022/2023;Provincie;Groningen;WO;Onderwijs;97.00
2022/2023;Provincie;Groningen;WO;Recht;2611.00
2022/2023;Provincie;Groningen;WO;Sectoroverstijgend;324.00
2022/2023;Provincie;Groningen;WO;Taal en cultuur;3872.00
2022/2023;Provincie;Groningen;WO;Techniek;1115.00
2022/2023;Provincie;Groningen;WO;Totaal energietransitie;4949.00
2022/2023;Provincie;Limburg;Totaal;Totaal;42940.00
2022/2023;Provincie;Limburg;Totaal;Economie;12297.00
2022/2023;Provincie;Limburg;Totaal;Gedrag en maatschappij;5614.00
2022/2023;Provincie;Limburg;Totaal;Gezondheidszorg;7786.00
2022/2023;Provincie;Limburg;Totaal;Landbouw en natuurlijke omgeving;779.00
2022/2023;Provincie;Limburg;Totaal;Natuur;1322.00
2022/2023;Provincie;Limburg;Totaal;Onderwijs;2986.00
2022/2023;Provincie;Limburg;Totaal;Recht;2482.00
2022/2023;Provincie;Limburg;Totaal;Sectoroverstijgend;1590.00
2022/2023;Provincie;Limburg;Totaal;Taal en cultuur;1869.00
2022/2023;Provincie;Limburg;Totaal;Techniek;6215.00
2022/2023;Provincie;Limburg;Totaal;Totaal energietransitie;7537.00
2022/2023;Provincie;Limburg;HBO;Totaal;25256.00
2022/2023;Provincie;Limburg;HBO;Economie;8798.00
2022/2023;Provincie;Limburg;HBO;Gedrag en maatschappij;3033.00
2022/2023;Provincie;Limburg;HBO;Gezondheidszorg;3671.00
2022/2023;Provincie;Limburg;HBO;Landbouw en natuurlijke omgeving;616.00
2022/2023;Provincie;Limburg;HBO;Onderwijs;2948.00
2022/2023;Provincie;Limburg;HBO;Sectoroverstijgend;4.00
2022/2023;Provincie;Limburg;HBO;Taal en cultuur;1157.00
2022/2023;Provincie;Limburg;HBO;Techniek;5029.00
2022/2023;Provincie;Limburg;HBO;Totaal energietransitie;5029.00
2022/2023;Provincie;Limburg;WO;Totaal;17684.00
2022/2023;Provincie;Limburg;WO;Economie;3499.00
2022/2023;Provincie;Limburg;WO;Gedrag en maatschappij;2581.00
2022/2023;Provincie;Limburg;WO;Gezondheidszorg;4115.00
2022/2023;Provincie;Limburg;WO;Landbouw en natuurlijke omgeving;163.00
2022/2023;Provincie;Limburg;WO;Natuur;1322.00
2022/2023;Provincie;Limburg;WO;Onderwijs;38.00
2022/2023;Provincie;Limburg;WO;Recht;2482.00
2022/2023;Provincie;Limburg;WO;Sectoroverstijgend;1586.00
2022/2023;Provincie;Limburg;WO;Taal en cultuur;712.00
2022/2023;Provincie;Limburg;WO;Techniek;1186.00
2022/2023;Provincie;Limburg;WO;Totaal energietransitie;2508.00
2022/2023;Provincie;Noord-Brabant;Totaal;Totaal;103158.00
2022/2023;Provincie;Noord-Brabant;Totaal;Economie;30737.00
2022/2023;Provincie;Noord-Brabant;Totaal;Gedrag en maatschappij;13751.00
2022/2023;Provincie;Noord-Brabant;Totaal;Gezondheidszorg;10308.00
2022/2023;Provincie;Noord-Brabant;Totaal;Landbouw en natuurlijke omgeving;2669.00
2022/2023;Provincie;Noord-Brabant;Totaal;Natuur;1910.00
2022/2023;Provincie;Noord-Brabant;Totaal;Onderwijs;8296.00
2022/2023;Provincie;Noord-Brabant;Totaal;Recht;3859.00
2022/2023;Provincie;Noord-Brabant;Totaal;Sectoroverstijgend;806.00
2022/2023;Provincie;Noord-Brabant;Totaal;Taal en cultuur;4696.00
2022/2023;Provincie;Noord-Brabant;Totaal;Techniek;26126.00
2022/2023;Provincie;Noord-Brabant;Totaal;Totaal energietransitie;28036.00
2022/2023;Provincie;Noord-Brabant;HBO;Totaal;69434.00
2022/2023;Provincie;Noord-Brabant;HBO;Economie;24626.00
2022/2023;Provincie;Noord-Brabant;HBO;Gedrag en maatschappij;7823.00
2022/2023;Provincie;Noord-Brabant;HBO;Gezondheidszorg;8125.00
2022/2023;Provincie;Noord-Brabant;HBO;Landbouw en natuurlijke omgeving;2085.00
2022/2023;Provincie;Noord-Brabant;HBO;Onderwijs;8144.00
2022/2023;Provincie;Noord-Brabant;HBO;Sectoroverstijgend;20.00
2022/2023;Provincie;Noord-Brabant;HBO;Taal en cultuur;2278.00
2022/2023;Provincie;Noord-Brabant;HBO;Techniek;16333.00
2022/2023;Provincie;Noord-Brabant;HBO;Totaal energietransitie;16333.00
2022/2023;Provincie;Noord-Brabant;WO;Totaal;33724.00
2022/2023;Provincie;Noord-Brabant;WO;Economie;6111.00
2022/2023;Provincie;Noord-Brabant;WO;Gedrag en maatschappij;5928.00
2022/2023;Provincie;Noord-Brabant;WO;Gezondheidszorg;2183.00
2022/2023;Provincie;Noord-Brabant;WO;Landbouw en natuurlijke omgeving;584.00
2022/2023;Provincie;Noord-Brabant;WO;Natuur;1910.00
2022/2023;Provincie;Noord-Brabant;WO;Onderwijs;152.00
2022/2023;Provincie;Noord-Brabant;WO;Recht;3859.00
2022/2023;Provincie;Noord-Brabant;WO;Sectoroverstijgend;786.00
2022/2023;Provincie;Noord-Brabant;WO;Taal en cultuur;2418.00
2022/2023;Provincie;Noord-Brabant;WO;Techniek;9793.00
2022/2023;Provincie;Noord-Brabant;WO;Totaal energietransitie;11703.00
2022/2023;Provincie;Noord-Holland;Totaal;Totaal;128353.00
2022/2023;Provincie;Noord-Holland;Totaal;Economie;35154.00
2022/2023;Provincie;Noord-Holland;Totaal;Gedrag en maatschappij;21056.00
2022/2023;Provincie;Noord-Holland;Totaal;Gezondheidszorg;15383.00
2022/2023;Provincie;Noord-Holland;Totaal;Landbouw en natuurlijke omgeving;1625.00
2022/2023;Provincie;Noord-Holland;Totaal;Natuur;9851.00
2022/2023;Provincie;Noord-Holland;Totaal;Onderwijs;9085.00
2022/2023;Provincie;Noord-Holland;Totaal;Recht;6238.00
2022/2023;Provincie;Noord-Holland;Totaal;Sectoroverstijgend;2261.00
2022/2023;Provincie;Noord-Holland;Totaal;Taal en cultuur;11106.00
2022/2023;Provincie;Noord-Holland;Totaal;Techniek;16594.00
2022/2023;Provincie;Noord-Holland;Totaal;Totaal energietransitie;26445.00
2022/2023;Provincie;Noord-Holland;HBO;Totaal;68870.00
2022/2023;Provincie;Noord-Holland;HBO;Economie;25535.00
2022/2023;Provincie;Noord-Holland;HBO;Gedrag en maatschappij;8088.00
2022/2023;Provincie;Noord-Holland;HBO;Gezondheidszorg;7673.00
2022/2023;Provincie;Noord-Holland;HBO;Landbouw en natuurlijke omgeving;1073.00
2022/2023;Provincie;Noord-Holland;HBO;Onderwijs;8759.00
2022/2023;Provincie;Noord-Holland;HBO;Sectoroverstijgend;96.00
2022/2023;Provincie;Noord-Holland;HBO;Taal en cultuur;3605.00
2022/2023;Provincie;Noord-Holland;HBO;Techniek;14041.00
2022/2023;Provincie;Noord-Holland;HBO;Totaal energietransitie;14041.00
2022/2023;Provincie;Noord-Holland;WO;Totaal;59483.00
2022/2023;Provincie;Noord-Holland;WO;Economie;9619.00
2022/2023;Provincie;Noord-Holland;WO;Gedrag en maatschappij;12968.00
2022/2023;Provincie;Noord-Holland;WO;Gezondheidszorg;7710.00
2022/2023;Provincie;Noord-Holland;WO;Landbouw en natuurlijke omgeving;552.00
2022/2023;Provincie;Noord-Holland;WO;Natuur;9851.00
2022/2023;Provincie;Noord-Holland;WO;Onderwijs;326.00
2022/2023;Provincie;Noord-Holland;WO;Recht;6238.00
2022/2023;Provincie;Noord-Holland;WO;Sectoroverstijgend;2165.00
2022/2023;Provincie;Noord-Holland;WO;Taal en cultuur;7501.00
2022/2023;Provincie;Noord-Holland;WO;Techniek;2553.00
2022/2023;Provincie;Noord-Holland;WO;Totaal energietransitie;12404.00
2022/2023;Provincie;Overijssel;Totaal;Totaal;50573.00
2022/2023;Provincie;Overijssel;Totaal;Economie;13269.00
2022/2023;Provincie;Overijssel;Totaal;Gedrag en maatschappij;6734.00
2022/2023;Provincie;Overijssel;Totaal;Gezondheidszorg;6465.00
2022/2023;Provincie;Overijssel;Totaal;Landbouw en natuurlijke omgeving;1092.00
2022/2023;Provincie;Overijssel;Totaal;Natuur;600.00
2022/2023;Provincie;Overijssel;Totaal;Onderwijs;5079.00
2022/2023;Provincie;Overijssel;Totaal;Recht;928.00
2022/2023;Provincie;Overijssel;Totaal;Sectoroverstijgend;374.00
2022/2023;Provincie;Overijssel;Totaal;Taal en cultuur;1902.00
2022/2023;Provincie;Overijssel;Totaal;Techniek;14130.00
2022/2023;Provincie;Overijssel;Totaal;Totaal energietransitie;14730.00
2022/2023;Provincie;Overijssel;HBO;Totaal;35869.00
2022/2023;Provincie;Overijssel;HBO;Economie;11581.00
2022/2023;Provincie;Overijssel;HBO;Gedrag en maatschappij;4485.00
2022/2023;Provincie;Overijssel;HBO;Gezondheidszorg;4798.00
2022/2023;Provincie;Overijssel;HBO;Landbouw en natuurlijke omgeving;837.00
2022/2023;Provincie;Overijssel;HBO;Onderwijs;5007.00
2022/2023;Provincie;Overijssel;HBO;Sectoroverstijgend;200.00
2022/2023;Provincie;Overijssel;HBO;Taal en cultuur;1087.00
2022/2023;Provincie;Overijssel;HBO;Techniek;7874.00
2022/2023;Provincie;Overijssel;HBO;Totaal energietransitie;7874.00
2022/2023;Provincie;Overijssel;WO;Totaal;14704.00
2022/2023;Provincie;Overijssel;WO;Economie;1688.00
2022/2023;Provincie;Overijssel;WO;Gedrag en maatschappij;2249.00
2022/2023;Provincie;Overijssel;WO;Gezondheidszorg;1667.00
2022/2023;Provincie;Overijssel;WO;Landbouw en natuurlijke omgeving;255.00
2022/2023;Provincie;Overijssel;WO;Natuur;600.00
2022/2023;Provincie;Overijssel;WO;Onderwijs;72.00
2022/2023;Provincie;Overijssel;WO;Recht;928.00
2022/2023;Provincie;Overijssel;WO;Sectoroverstijgend;174.00
2022/2023;Provincie;Overijssel;WO;Taal en cultuur;815.00
2022/2023;Provincie;Overijssel;WO;Techniek;6256.00
2022/2023;Provincie;Overijssel;WO;Totaal energietransitie;6856.00
2022/2023;Provincie;Utrecht;Totaal;Totaal;69240.00
2022/2023;Provincie;Utrecht;Totaal;Economie;16371.00
2022/2023;Provincie;Utrecht;Totaal;Gedrag en maatschappij;10606.00
2022/2023;Provincie;Utrecht;Totaal;Gezondheidszorg;9410.00
2022/2023;Provincie;Utrecht;Totaal;Landbouw en natuurlijke omgeving;1703.00
2022/2023;Provincie;Utrecht;Totaal;Natuur;6488.00
2022/2023;Provincie;Utrecht;Totaal;Onderwijs;4994.00
2022/2023;Provincie;Utrecht;Totaal;Recht;3142.00
2022/2023;Provincie;Utrecht;Totaal;Sectoroverstijgend;1902.00
2022/2023;Provincie;Utrecht;Totaal;Taal en cultuur;5830.00
2022/2023;Provincie;Utrecht;Totaal;Techniek;8794.00
2022/2023;Provincie;Utrecht;Totaal;Totaal energietransitie;15282.00
2022/2023;Provincie;Utrecht;HBO;Totaal;36718.00
2022/2023;Provincie;Utrecht;HBO;Economie;13244.00
2022/2023;Provincie;Utrecht;HBO;Gedrag en maatschappij;4249.00
2022/2023;Provincie;Utrecht;HBO;Gezondheidszorg;4601.00
2022/2023;Provincie;Utrecht;HBO;Landbouw en natuurlijke omgeving;740.00
2022/2023;Provincie;Utrecht;HBO;Onderwijs;4798.00
2022/2023;Provincie;Utrecht;HBO;Sectoroverstijgend;114.00
2022/2023;Provincie;Utrecht;HBO;Taal en cultuur;1684.00
2022/2023;Provincie;Utrecht;HBO;Techniek;7288.00
2022/2023;Provincie;Utrecht;HBO;Totaal energietransitie;7288.00
2022/2023;Provincie;Utrecht;WO;Totaal;32522.00
2022/2023;Provincie;Utrecht;WO;Economie;3127.00
2022/2023;Provincie;Utrecht;WO;Gedrag en maatschappij;6357.00
2022/2023;Provincie;Utrecht;WO;Gezondheidszorg;4809.00
2022/2023;Provincie;Utrecht;WO;Landbouw en natuurlijke omgeving;963.00
2022/2023;Provincie;Utrecht;WO;Natuur;6488.00
2022/2023;Provincie;Utrecht;WO;Onderwijs;196.00
2022/2023;Provincie;Utrecht;WO;Recht;3142.00
2022/2023;Provincie;Utrecht;WO;Sectoroverstijgend;1788.00
2022/2023;Provincie;Utrecht;WO;Taal en cultuur;4146.00
2022/2023;Provincie;Utrecht;WO;Techniek;1506.00
2022/2023;Provincie;Utrecht;WO;Totaal energietransitie;7994.00
2022/2023;Provincie;Zeeland;Totaal;Totaal;9670.00
2022/2023;Provincie;Zeeland;Totaal;Economie;2581.00
2022/2023;Provincie;Zeeland;Totaal;Gedrag en maatschappij;1431.00
2022/2023;Provincie;Zeeland;Totaal;Gezondheidszorg;1025.00
2022/2023;Provincie;Zeeland;Totaal;Landbouw en natuurlijke omgeving;211.00
2022/2023;Provincie;Zeeland;Totaal;Natuur;105.00
2022/2023;Provincie;Zeeland;Totaal;Onderwijs;1049.00
2022/2023;Provincie;Zeeland;Totaal;Recht;212.00
2022/2023;Provincie;Zeeland;Totaal;Sectoroverstijgend;508.00
2022/2023;Provincie;Zeeland;Totaal;Taal en cultuur;233.00
2022/2023;Provincie;Zeeland;Totaal;Techniek;2315.00
2022/2023;Provincie;Zeeland;Totaal;Totaal energietransitie;2420.00
2022/2023;Provincie;Zeeland;HBO;Totaal;7784.00
2022/2023;Provincie;Zeeland;HBO;Economie;2338.00
2022/2023;Provincie;Zeeland;HBO;Gedrag en maatschappij;1130.00
2022/2023;Provincie;Zeeland;HBO;Gezondheidszorg;915.00
2022/2023;Provincie;Zeeland;HBO;Landbouw en natuurlijke omgeving;146.00
2022/2023;Provincie;Zeeland;HBO;Onderwijs;1044.00
2022/2023;Provincie;Zeeland;HBO;Sectoroverstijgend;20.00
2022/2023;Provincie;Zeeland;HBO;Taal en cultuur;77.00
2022/2023;Provincie;Zeeland;HBO;Techniek;2114.00
2022/2023;Provincie;Zeeland;HBO;Totaal energietransitie;2114.00
2022/2023;Provincie;Zeeland;WO;Totaal;1886.00
2022/2023;Provincie;Zeeland;WO;Economie;243.00
2022/2023;Provincie;Zeeland;WO;Gedrag en maatschappij;301.00
